BUILDINGNU,BUILDINGST,DIAMETER,SPECIES,BOROUGH,ZIPCODE
600,AMSTERDAM AVENUE,7,ZESE,Manhattan,10024
600,AMSTERDAM AVENUE,7,ZESE,Manhattan,10024
606,AMSTERDAM AVENUE,5,ZESE,Manhattan,10024
592,AMSTERDAM AVENUE,11,STJA2,Manhattan,10024
610,AMSTERDAM AVENUE,4,ZESE,Manhattan,10024
614,AMSTERDAM AVENUE,5,ZESE,Manhattan,10024
616,AMSTERDAM AVENUE,5,ZESE,Manhattan,10024
587,AMSTERDAM AVENUE,16,GLTR,Manhattan,10024
587,AMSTERDAM AVENUE,9,ZESE,Manhattan,10024
587,AMSTERDAM AVENUE,13,GLTR,Manhattan,10024
601,AMSTERDAM AVENUE,6,PYCA,Manhattan,10024
587,AMSTERDAM AVENUE,12,GLTR,Manhattan,10024
601,AMSTERDAM AVENUE,7,PYCA,Manhattan,10024
601,AMSTERDAM AVENUE,7,PYCA,Manhattan,10024
601,AMSTERDAM AVENUE,6,PYCA,Manhattan,10024
601,AMSTERDAM AVENUE,6,PYCA,Manhattan,10024
601,AMSTERDAM AVENUE,6,PYCA,Manhattan,10024
8,WEST   71 STREET,10,GLTR,Manhattan,10023
14,WEST   71 STREET,9,GLTR,Manhattan,10023
24,WEST   71 STREET,8,GLTR,Manhattan,10023
28,WEST   71 STREET,9,PLAC,Manhattan,10023
38,WEST   71 STREET,12,PLAC,Manhattan,10023
48,WEST   71 STREET,8,PLAC,Manhattan,10023
10,WEST   71 STREET,8,GIBI,Manhattan,10023
18,WEST   71 STREET,10,GLTR,Manhattan,10023
26,WEST   71 STREET,8,PLAC,Manhattan,10023
30,WEST   71 STREET,10,PLAC,Manhattan,10023
42,WEST   71 STREET,10,PLAC,Manhattan,10023
48,WEST   71 STREET,10,ACPL,Manhattan,10023
54,WEST   71 STREET,6,PLAC,Manhattan,10023
52,WEST   71 STREET,11,PLAC,Manhattan,10023
56,WEST   71 STREET,5,MA2,Manhattan,10023
56,WEST   71 STREET,5,MA2,Manhattan,10023
62,WEST   71 STREET,10,ULAM,Manhattan,10023
70,WEST   71 STREET,3,,Manhattan,10023
56,WEST   71 STREET,4,MA2,Manhattan,10023
56,WEST   71 STREET,8,PLAC,Manhattan,10023
70,WEST   71 STREET,4,GLTR,Manhattan,10023
101,CENTRAL PARK WEST,4,TICO,Manhattan,10023
9,WEST   70 STREET,5,GIBI,Manhattan,10023
15,WEST   70 STREET,11,PLAC,Manhattan,10023
101,CENTRAL PARK WEST,5,TICO,Manhattan,10023
101,CENTRAL PARK WEST,6,GLTR,Manhattan,10023
11,WEST   70 STREET,2,GIBI,Manhattan,10023
19,WEST   70 STREET,10,PLAC,Manhattan,10023
23,WEST   70 STREET,9,PLAC,Manhattan,10023
27,WEST   70 STREET,11,PLAC,Manhattan,10023
33,WEST   70 STREET,11,PLAC,Manhattan,10023
39,WEST   70 STREET,9,PLAC,Manhattan,10023
43,WEST   70 STREET,9,GLTR,Manhattan,10023
45,WEST   70 STREET,5,BE,Manhattan,10023
47,WEST   70 STREET,11,PLAC,Manhattan,10023
51,WEST   70 STREET,9,PLAC,Manhattan,10023
53,WEST   70 STREET,7,GLTR,Manhattan,10023
55,WEST   70 STREET,8,GLTR,Manhattan,10023
59,WEST   70 STREET,10,PLAC,Manhattan,10023
65,WEST   70 STREET,12,PLAC,Manhattan,10023
65,WEST   70 STREET,10,PLAC,Manhattan,10023
18,WEST   70 STREET,3,PYCA,Manhattan,10023
28,WEST   70 STREET,9,GIBI,Manhattan,10023
609,COLUMBUS AVENUE,13,STJA2,Manhattan,10024
18,WEST   70 STREET,6,GIBI,Manhattan,10023
22,WEST   70 STREET,13,GIBI,Manhattan,10023
609,COLUMBUS AVENUE,10,STJA2,Manhattan,10024
609,COLUMBUS AVENUE,5,STJA2,Manhattan,10024
609,COLUMBUS AVENUE,6,STJA2,Manhattan,10024
609,COLUMBUS AVENUE,12,STJA2,Manhattan,10024
609,COLUMBUS AVENUE,9,STJA2,Manhattan,10024
609,COLUMBUS AVENUE,11,STJA2,Manhattan,10024
609,COLUMBUS AVENUE,14,STJA2,Manhattan,10024
609,COLUMBUS AVENUE,4,STJA2,Manhattan,10024
606,COLUMBUS AVENUE,10,PYCA,Manhattan,10024
610,COLUMBUS AVENUE,12,PYCA,Manhattan,10024
610,COLUMBUS AVENUE,11,PYCA,Manhattan,10024
609,COLUMBUS AVENUE,6,STJA2,Manhattan,10024
609,COLUMBUS AVENUE,12,STJA2,Manhattan,10024
609,COLUMBUS AVENUE,15,STJA2,Manhattan,10024
600,COLUMBUS AVENUE,12,PYCA,Manhattan,10024
608,COLUMBUS AVENUE,6,PYCA,Manhattan,10024
610,COLUMBUS AVENUE,11,PYCA,Manhattan,10024
30,WEST   70 STREET,9,GLTR,Manhattan,10023
38,WEST   70 STREET,9,PYCA,Manhattan,10023
30,WEST   70 STREET,6,PYCA,Manhattan,10023
40,WEST   70 STREET,11,PLAC,Manhattan,10023
50,WEST   70 STREET,11,PLAC,Manhattan,10023
58,WEST   70 STREET,8,ZESE,Manhattan,10023
64,WEST   70 STREET,8,GLTR,Manhattan,10023
91,CENTRAL PARK WEST,4,QUPA,Manhattan,10023
42,WEST   70 STREET,10,PLAC,Manhattan,10023
54,WEST   70 STREET,11,PLAC,Manhattan,10023
60,WEST   70 STREET,7,GLTR,Manhattan,10023
68,WEST   70 STREET,10,PLAC,Manhattan,10023
91,CENTRAL PARK WEST,3,QUPA,Manhattan,10023
174,WEST   76 STREET,5,TICO,Manhattan,10023
174,WEST   76 STREET,10,QUPA,Manhattan,10023
166,WEST   76 STREET,13,PLAC,Manhattan,10023
160,WEST   76 STREET,13,PLAC,Manhattan,10023
166,WEST   76 STREET,5,PYCA,Manhattan,10023
154,WEST   76 STREET,13,QUPA,Manhattan,10023
120,WEST   76 STREET,16,QUPA,Manhattan,10023
120,WEST   76 STREET,16,QUPA,Manhattan,10023
150,WEST   76 STREET,10,PLAC,Manhattan,10023
142,WEST   76 STREET,15,TICO,Manhattan,10023
116,WEST   76 STREET,14,QUPA,Manhattan,10023
110,WEST   76 STREET,14,QUPH,Manhattan,10023
112,WEST   76 STREET,13,PLAC,Manhattan,10023
104,WEST END AVENUE,6,UNK,Manhattan,10023
100,WEST   76 STREET,9,QUPH,Manhattan,10023
175,WEST   76 STREET,8,FRPE,Manhattan,10023
175,WEST   76 STREET,8,FRPE,Manhattan,10023
175,WEST   76 STREET,3,ULAM,Manhattan,10023
169,WEST   76 STREET,15,FRPE,Manhattan,10023
161,WEST   76 STREET,14,QUPA,Manhattan,10023
167,WEST   76 STREET,2,UNK,Manhattan,10023
163,WEST   76 STREET,10,QUPA,Manhattan,10023
161,WEST   76 STREET,14,QUPA,Manhattan,10023
157,WEST   76 STREET,13,PLAC,Manhattan,10023
153,WEST   76 STREET,12,GIBI,Manhattan,10023
153,WEST   76 STREET,5,QUPA,Manhattan,10023
100,WEST   77 STREET,7,FRPE,Manhattan,10024
100,WEST   77 STREET,6,QUPA,Manhattan,10024
125,WEST   76 STREET,7,FRPE,Manhattan,10023
100,WEST   77 STREET,17,PLAC,Manhattan,10024
100,WEST   77 STREET,8,FRPE,Manhattan,10024
322,COLUMBUS AVENUE,6,QUPH,Manhattan,10023
46,WEST   74 STREET,8,FRPE,Manhattan,10023
100,WEST   77 STREET,10,PLAC,Manhattan,10024
100,WEST   77 STREET,8,ULAM,Manhattan,10024
125,WEST   76 STREET,15,QUPA,Manhattan,10023
100,WEST   77 STREET,15,GLTR,Manhattan,10024
100,WEST   77 STREET,17,PLAC,Manhattan,10024
324,COLUMBUS AVENUE,5,QUPH,Manhattan,10023
50,WEST   74 STREET,5,PYCA,Manhattan,10023
200,WEST   90 STREET,4,GIBI,Manhattan,10024
200,WEST   90 STREET,5,GLTR,Manhattan,10024
1,WEST   88 STREET,8,GIBI,Manhattan,10024
1,WEST   88 STREET,6,GIBI,Manhattan,10024
1,WEST   88 STREET,6,GIBI,Manhattan,10024
210,WEST   90 STREET,5,GLTR,Manhattan,10024
210,WEST   90 STREET,0,,Manhattan,10024
210,WEST   90 STREET,5,PYCA,Manhattan,10024
25,WEST   88 STREET,10,GIBI,Manhattan,10024
200,WEST   90 STREET,6,ZESE,Manhattan,10024
200,WEST   90 STREET,3,TICO,Manhattan,10024
204,WEST   90 STREET,5,GLTR,Manhattan,10024
21,WEST   88 STREET,10,TICO,Manhattan,10024
23,WEST   88 STREET,12,PLAC,Manhattan,10024
210,WEST   90 STREET,6,PYCA,Manhattan,10024
630,AMSTERDAM AVENUE,8,STJA2,Manhattan,10024
630,AMSTERDAM AVENUE,8,STJA2,Manhattan,10024
630,AMSTERDAM AVENUE,9,STJA2,Manhattan,10024
630,AMSTERDAM AVENUE,9,STJA2,Manhattan,10024
175,WEST   90 STREET,12,GLTR,Manhattan,10024
33,WEST   88 STREET,14,GLTR,Manhattan,10024
39,WEST   88 STREET,14,PLAC,Manhattan,10024
175,WEST   90 STREET,11,GLTR,Manhattan,10024
41,WEST   88 STREET,16,PLAC,Manhattan,10024
45,WEST   88 STREET,12,PLAC,Manhattan,10024
29,WEST   88 STREET,8,GIBI,Manhattan,10024
175,WEST   90 STREET,10,GLTR,Manhattan,10024
175,WEST   90 STREET,7,GLTR,Manhattan,10024
175,WEST   90 STREET,9,GLTR,Manhattan,10024
175,WEST   90 STREET,13,STJA2,Manhattan,10024
175,WEST   90 STREET,14,STJA2,Manhattan,10024
175,WEST   90 STREET,2,GLTR,Manhattan,10024
49,WEST   88 STREET,13,PLAC,Manhattan,10024
175,WEST   90 STREET,10,GLTR,Manhattan,10024
175,WEST   90 STREET,4,TICO,Manhattan,10024
53,WEST   88 STREET,13,TICO,Manhattan,10024
57,WEST   88 STREET,6,GLTR,Manhattan,10024
593,COLUMBUS AVENUE,11,PLAC,Manhattan,10024
593,COLUMBUS AVENUE,9,ZESE,Manhattan,10024
2,WEST   88 STREET,12,GLTR,Manhattan,10024
16,WEST   88 STREET,10,TITO,Manhattan,10024
175,WEST   90 STREET,10,GLTR,Manhattan,10024
175,WEST   90 STREET,4,GLTR,Manhattan,10024
61,WEST   88 STREET,13,TICO,Manhattan,10024
593,COLUMBUS AVENUE,11,ZESE,Manhattan,10024
2,WEST   88 STREET,8,PYCA,Manhattan,10024
14,WEST   88 STREET,11,TICO,Manhattan,10024
22,WEST   88 STREET,11,TICO,Manhattan,10024
26,WEST   88 STREET,9,TICO,Manhattan,10024
24,WEST   88 STREET,11,TICO,Manhattan,10024
32,WEST   88 STREET,11,TITO,Manhattan,10024
38,WEST   88 STREET,14,PLAC,Manhattan,10024
46,WEST   88 STREET,12,GLTR,Manhattan,10024
54,WEST   88 STREET,11,GIBI,Manhattan,10024
66,WEST   88 STREET,10,GIBI,Manhattan,10024
72,WEST   88 STREET,6,FRPE,Manhattan,10024
34,WEST   88 STREET,12,GIBI,Manhattan,10024
42,WEST   88 STREET,7,GIBI,Manhattan,10024
48,WEST   88 STREET,7,GIBI,Manhattan,10024
58,WEST   88 STREET,14,PLAC,Manhattan,10024
66,WEST   88 STREET,5,FRPE,Manhattan,10024
72,WEST   88 STREET,5,TITO,Manhattan,10024
258,WEST   71 STREET,9,GLTR,Manhattan,10023
262,WEST   71 STREET,6,PYCA,Manhattan,10023
274,WEST   71 STREET,7,PLAC,Manhattan,10023
264,WEST   71 STREET,9,GLTR,Manhattan,10023
276,WEST   71 STREET,13,GLTR,Manhattan,10023
2068,BROADWAY,7,PYCA,Manhattan,10023
2070,BROADWAY,6,PYCA,Manhattan,10023
2050,BROADWAY,9,PYCA,Manhattan,10023
2056,BROADWAY,8,PYCA,Manhattan,10023
2062,BROADWAY,9,PYCA,Manhattan,10023
2048,BROADWAY,2,PYCA,Manhattan,10023
240,WEST END AVENUE,9,GLTR,Manhattan,10023
2070,BROADWAY,6,PYCA,Manhattan,10023
2048,BROADWAY,8,PYCA,Manhattan,10023
2052,BROADWAY,9,PYCA,Manhattan,10023
2058,BROADWAY,11,PYCA,Manhattan,10023
2062,BROADWAY,10,PYCA,Manhattan,10023
2050,BROADWAY,2,PYCA,Manhattan,10023
222,COLUMBUS AVENUE,10,STJA2,Manhattan,10023
224,COLUMBUS AVENUE,8,STJA2,Manhattan,10023
285,CENTRAL PARK WEST,10,GLTR,Manhattan,10024
2,WEST   89 STREET,7,GLTR,Manhattan,10024
285,CENTRAL PARK WEST,11,GLTR,Manhattan,10024
285,CENTRAL PARK WEST,9,GLTR,Manhattan,10024
2,WEST   89 STREET,8,GLTR,Manhattan,10024
26,WEST   89 STREET,13,PLAC,Manhattan,10024
18,WEST   89 STREET,13,GLTR,Manhattan,10024
28,WEST   89 STREET,19,TICO,Manhattan,10024
36,WEST   89 STREET,12,PLAC,Manhattan,10024
50,WEST   89 STREET,5,PRCE,Manhattan,10024
54,WEST   89 STREET,5,TITO,Manhattan,10024
60,WEST   89 STREET,12,QURU,Manhattan,10024
66,WEST   89 STREET,13,GLTR,Manhattan,10024
595,COLUMBUS AVENUE,5,UNK,Manhattan,10024
34,WEST   89 STREET,14,GLTR,Manhattan,10024
42,WEST   89 STREET,11,PLAC,Manhattan,10024
52,WEST   89 STREET,10,PLAC,Manhattan,10024
56,WEST   89 STREET,12,GLTR,Manhattan,10024
62,WEST   89 STREET,12,GLTR,Manhattan,10024
595,COLUMBUS AVENUE,10,GLTR,Manhattan,10024
595,COLUMBUS AVENUE,13,ZESE,Manhattan,10024
262,CENTRAL PARK WEST,28,QUPA,Manhattan,10024
262,CENTRAL PARK WEST,25,QUPA,Manhattan,10024
262,CENTRAL PARK WEST,28,QUPA,Manhattan,10024
265,CENTRAL PARK WEST,18,QUPA,Manhattan,10024
275,CENTRAL PARK WEST,28,QUPA,Manhattan,10024
275,CENTRAL PARK WEST,27,QUPA,Manhattan,10024
279,CENTRAL PARK WEST,12,QUPA,Manhattan,10024
285,CENTRAL PARK WEST,24,QUPA,Manhattan,10024
285,CENTRAL PARK WEST,23,ULAM,Manhattan,10024
265,CENTRAL PARK WEST,22,QUPA,Manhattan,10024
271,CENTRAL PARK WEST,22,QUPA,Manhattan,10024
275,CENTRAL PARK WEST,22,QUPA,Manhattan,10024
279,CENTRAL PARK WEST,9,QUPA,Manhattan,10024
285,CENTRAL PARK WEST,40,ULAM,Manhattan,10024
285,CENTRAL PARK WEST,20,QUPA,Manhattan,10024
285,CENTRAL PARK WEST,26,QUPA,Manhattan,10024
293,CENTRAL PARK WEST,21,QUPA,Manhattan,10024
291,CENTRAL PARK WEST,28,QUPA,Manhattan,10024
295,CENTRAL PARK WEST,23,QUPA,Manhattan,10024
295,CENTRAL PARK WEST,32,ULAM,Manhattan,10024
295,CENTRAL PARK WEST,20,QUPA,Manhattan,10024
105,WEST   77 STREET,18,TICO,Manhattan,10024
105,WEST   77 STREET,4,TICO,Manhattan,10024
103,WEST   77 STREET,12,TICO,Manhattan,10024
100,WEST   89 STREET,10,ZESE,Manhattan,10024
100,WEST   89 STREET,9,ZESE,Manhattan,10024
100,WEST   89 STREET,13,ZESE,Manhattan,10024
100,WEST   89 STREET,8,ZESE,Manhattan,10024
107,WEST   89 STREET,5,PYCA,Manhattan,10024
109,WEST   89 STREET,5,QUPA,Manhattan,10024
111,WEST   89 STREET,4,PYCA,Manhattan,10024
113,WEST   89 STREET,4,PYCA,Manhattan,10024
100,WEST   89 STREET,0,,Manhattan,10024
100,WEST   89 STREET,9,ZESE,Manhattan,10024
107,WEST   89 STREET,5,PYCA,Manhattan,10024
109,WEST   89 STREET,4,PYCA,Manhattan,10024
111,WEST   89 STREET,4,PYCA,Manhattan,10024
113,WEST   89 STREET,0,,Manhattan,10024
132,WEST   89 STREET,18,PLAC,Manhattan,10024
132,WEST   89 STREET,14,ULAM,Manhattan,10024
132,WEST   89 STREET,4,PYCA,Manhattan,10024
132,WEST   89 STREET,5,STJA2,Manhattan,10024
132,WEST   89 STREET,3,STJA2,Manhattan,10024
170,WEST   89 STREET,0,,Manhattan,10024
587,AMSTERDAM AVENUE,9,GLTR,Manhattan,10024
103,WEST   89 STREET,10,QUPA,Manhattan,10024
105,WEST   89 STREET,10,QUPA,Manhattan,10024
109,WEST   89 STREET,9,QUPA,Manhattan,10024
132,WEST   89 STREET,4,STJA2,Manhattan,10024
132,WEST   89 STREET,15,ULAM,Manhattan,10024
170,WEST   89 STREET,8,TITO,Manhattan,10024
587,AMSTERDAM AVENUE,11,GLTR,Manhattan,10024
105,WEST   89 STREET,11,QUPA,Manhattan,10024
107,WEST   89 STREET,11,QUPA,Manhattan,10024
109,WEST   89 STREET,10,QUPA,Manhattan,10024
113,WEST   89 STREET,10,QUPA,Manhattan,10024
111,WEST   89 STREET,9,QUPA,Manhattan,10024
113,WEST   89 STREET,9,QUPA,Manhattan,10024
113,WEST   89 STREET,10,QUPA,Manhattan,10024
132,WEST   89 STREET,10,QUPA,Manhattan,10024
129,WEST   89 STREET,4,ZESE,Manhattan,10024
167,WEST   89 STREET,6,STJA2,Manhattan,10024
189,WEST   89 STREET,7,ZESE,Manhattan,10024
113,WEST   89 STREET,10,QUPA,Manhattan,10024
132,WEST   89 STREET,10,QUPA,Manhattan,10024
129,WEST   89 STREET,4,ZESE,Manhattan,10024
135,WEST   89 STREET,4,ZESE,Manhattan,10024
189,WEST   89 STREET,7,ZESE,Manhattan,10024
255,WEST  108 STREET,0,,Manhattan,10025
255,WEST  108 STREET,11,GLTR,Manhattan,10025
255,WEST  108 STREET,0,,Manhattan,10025
241,WEST  108 STREET,8,GLTR,Manhattan,10025
235,WEST  108 STREET,12,GLTR,Manhattan,10025
234,WEST  108 STREET,13,GLTR,Manhattan,10025
215-7,WEST  108 STREET,4,QURU,Manhattan,10025
211,WEST  108 STREET,2,,Manhattan,10025
225,WEST  106 STREET,10,GLTR,Manhattan,10025
255,WEST  108 STREET,10,GLTR,Manhattan,10025
241,WEST  108 STREET,5,GIBI,Manhattan,10025
235,WEST  108 STREET,11,GLTR,Manhattan,10025
215-7,WEST  108 STREET,4,QURU,Manhattan,10025
211,WEST  108 STREET,9,GLTR,Manhattan,10025
209,WEST  108 STREET,5,QURU,Manhattan,10025
200,WEST  107 STREET,5,TICO,Manhattan,10025
202,WEST  107 STREET,5,UNK,Manhattan,10025
200,WEST  107 STREET,5,TICO,Manhattan,10025
210,WEST  107 STREET,4,UNK,Manhattan,10025
210,WEST  107 STREET,4,UNK,Manhattan,10025
220,WEST  107 STREET,5,PYCA,Manhattan,10025
220,WEST  107 STREET,4,PYCA,Manhattan,10025
230,WEST  107 STREET,13,GLTR,Manhattan,10025
230,WEST  107 STREET,5,UNK,Manhattan,10025
262,WEST  107 STREET,13,GLTR,Manhattan,10025
210,WEST  107 STREET,5,UNK,Manhattan,10025
210,WEST  107 STREET,5,UNK,Manhattan,10025
220,WEST  107 STREET,15,GLTR,Manhattan,10025
220,WEST  107 STREET,4,GLTR,Manhattan,10025
230,WEST  107 STREET,4,UNK,Manhattan,10025
262,WEST  107 STREET,9,GLTR,Manhattan,10025
272,WEST  107 STREET,3,UNK,Manhattan,10025
272,WEST  107 STREET,8,UNK,Manhattan,10025
272,WEST  107 STREET,3,UNK,Manhattan,10025
272,WEST  107 STREET,9,UNK,Manhattan,10025
245,WEST  107 STREET,13,GLTR,Manhattan,10025
237,WEST  107 STREET,13,GLTR,Manhattan,10025
211,WEST  107 STREET,9,GLTR,Manhattan,10025
209,WEST  107 STREET,11,GLTR,Manhattan,10025
205,WEST  107 STREET,5,QURU,Manhattan,10025
201,WEST  107 STREET,13,GLTR,Manhattan,10025
245,WEST  107 STREET,9,GLTR,Manhattan,10025
237,WEST  107 STREET,4,UNK,Manhattan,10025
221,WEST  107 STREET,4,PYCA,Manhattan,10025
209,WEST  107 STREET,3,GLTR,Manhattan,10025
207,WEST  107 STREET,11,GLTR,Manhattan,10025
205,WEST  107 STREET,5,QURU,Manhattan,10025
201,WEST  107 STREET,4,GLTR,Manhattan,10025
924,WEST END AVENUE,6,PYCA,Manhattan,10025
924,WEST END AVENUE,4,PYCA,Manhattan,10025
924,WEST END AVENUE,3,PYCA,Manhattan,10025
924,WEST END AVENUE,11,GLTR,Manhattan,10025
924,WEST END AVENUE,9,GLTR,Manhattan,10025
250,WEST  105 STREET,10,GLTR,Manhattan,10025
200,WEST  108 STREET,6,,Manhattan,10025
202,WEST  108 STREET,2,TIAM,Manhattan,10025
212,WEST  108 STREET,2,UNK,Manhattan,10025
924,WEST END AVENUE,8,GLTR,Manhattan,10025
248,WEST  105 STREET,9,GLTR,Manhattan,10025
924,WEST END AVENUE,3,PYCA,Manhattan,10025
200,WEST  108 STREET,7,GLTR,Manhattan,10025
200,WEST  108 STREET,5,GLTR,Manhattan,10025
204,WEST  108 STREET,0,,Manhattan,10025
214,WEST  108 STREET,3,TIAM,Manhattan,10025
250,WEST  108 STREET,6,GLTR,Manhattan,10025
230,WEST  108 STREET,4,,Manhattan,10025
203,WEST  108 STREET,4,QURU,Manhattan,10025
201,WEST  109 STREET,4,QURU,Manhattan,10025
203,WEST  109 STREET,4,QURU,Manhattan,10025
211,WEST  109 STREET,5,,Manhattan,10025
225,WEST  109 STREET,5,GLTR,Manhattan,10025
229,WEST  109 STREET,8,TICO,Manhattan,10025
201,WEST  108 STREET,10,GLTR,Manhattan,10025
201,WEST  109 STREET,5,QURU,Manhattan,10025
209,WEST  109 STREET,4,,Manhattan,10025
215,WEST  109 STREET,4,QURU,Manhattan,10025
225,WEST  109 STREET,5,GLTR,Manhattan,10025
291,CENTRAL PARK WEST,12,GLTR,Manhattan,10024
291,CENTRAL PARK WEST,10,GLTR,Manhattan,10024
111,WEST   89 STREET,9,GLTR,Manhattan,10024
15,WEST   89 STREET,16,GLTR,Manhattan,10024
23,WEST   89 STREET,11,PLAC,Manhattan,10024
29,WEST   89 STREET,11,PLAC,Manhattan,10024
35,WEST   89 STREET,13,GLTR,Manhattan,10024
45,WEST   89 STREET,12,GLTR,Manhattan,10024
49,WEST   89 STREET,10,QURU,Manhattan,10024
13,WEST   89 STREET,3,PRCE,Manhattan,10024
19,WEST   89 STREET,14,PLAC,Manhattan,10024
25,WEST   89 STREET,12,PLAC,Manhattan,10024
33,WEST   89 STREET,12,PLAC,Manhattan,10024
39,WEST   89 STREET,9,GLTR,Manhattan,10024
47,WEST   89 STREET,4,PYCA,Manhattan,10024
53,WEST   89 STREET,10,PLAC,Manhattan,10024
59,WEST   89 STREET,11,PLAC,Manhattan,10024
57,WEST   89 STREET,5,TITO,Manhattan,10024
65,WEST   89 STREET,16,PLAC,Manhattan,10024
69,WEST   89 STREET,11,PLAC,Manhattan,10024
71,WEST   89 STREET,8,ZESE,Manhattan,10024
2764,BROADWAY,26,ULAM,Manhattan,10025
2764,BROADWAY,9,GIBI,Manhattan,10025
2766,BROADWAY,7,GIBI,Manhattan,10025
2768,BROADWAY,12,GIBI,Manhattan,10025
2766,BROADWAY,10,UNK,Manhattan,10025
2768,BROADWAY,10,GIBI,Manhattan,10025
2770,BROADWAY,10,MA2,Manhattan,10025
2770,BROADWAY,10,MA2,Manhattan,10025
2770,BROADWAY,3,ZESE,Manhattan,10025
2770,BROADWAY,4,ZESE,Manhattan,10025
2770,BROADWAY,8,MA2,Manhattan,10025
2770,BROADWAY,7,MA2,Manhattan,10025
2770,BROADWAY,8,MA2,Manhattan,10025
2770,BROADWAY,5,GIBI,Manhattan,10025
2770,BROADWAY,6,GIBI,Manhattan,10025
2770,BROADWAY,4,GIBI,Manhattan,10025
2770,BROADWAY,10,UNK,Manhattan,10025
2770,BROADWAY,3,ZESE,Manhattan,10025
2770,BROADWAY,26,ULAM,Manhattan,10025
2770,BROADWAY,9,UNK,Manhattan,10025
2770,BROADWAY,10,UNK,Manhattan,10025
2770,BROADWAY,3,ZESE,Manhattan,10025
2770,BROADWAY,10,GIBI,Manhattan,10025
2770,BROADWAY,3,ZESE,Manhattan,10025
2770,BROADWAY,9,GIBI,Manhattan,10025
172,WEST   77 STREET,8,GLTR,Manhattan,10024
160,WEST   77 STREET,14,FRPE,Manhattan,10024
152,WEST   77 STREET,12,FRPE,Manhattan,10024
172,WEST   77 STREET,9,SYRE,Manhattan,10024
168,WEST   77 STREET,4,FRPE,Manhattan,10024
154,WEST   77 STREET,12,FRPE,Manhattan,10024
150,WEST   77 STREET,12,TICO,Manhattan,10024
100,WEST   77 STREET,11,PLAC,Manhattan,10024
150,WEST   77 STREET,9,QUPA,Manhattan,10024
100,WEST   77 STREET,16,PLAC,Manhattan,10024
101,WEST   77 STREET,11,CA,Manhattan,10024
100,WEST   77 STREET,8,CLLU,Manhattan,10024
711,WEST END AVENUE,4,FRPE,Manhattan,10025
311,WEST   94 STREET,11,GLTR,Manhattan,10025
311,WEST   94 STREET,9,GLTR,Manhattan,10025
222,RIVERSIDE DRIVE,7,STJA2,Manhattan,10025
222,RIVERSIDE DRIVE,10,STJA2,Manhattan,10025
222,RIVERSIDE DRIVE,10,STJA2,Manhattan,10025
255,WEST   94 STREET,3,GLTR,Manhattan,10025
261,WEST   94 STREET,11,STJA2,Manhattan,10025
265,WEST   94 STREET,15,GIBI,Manhattan,10025
700,WEST END AVENUE,9,GIBI,Manhattan,10025
250,WEST   94 STREET,7,GIBI,Manhattan,10025
257,WEST   94 STREET,11,GIBI,Manhattan,10025
263,WEST   94 STREET,7,TADI,Manhattan,10025
700,WEST END AVENUE,10,GIBI,Manhattan,10025
698,WEST END AVENUE,8,GIBI,Manhattan,10025
698,WEST END AVENUE,5,TIAM,Manhattan,10025
250,WEST   94 STREET,12,GIBI,Manhattan,10025
250,WEST   94 STREET,9,STJA2,Manhattan,10025
250,WEST   94 STREET,8,GIBI,Manhattan,10025
250,WEST   94 STREET,5,STJA2,Manhattan,10025
214,RIVERSIDE DRIVE,3,GLTR,Manhattan,10025
214,RIVERSIDE DRIVE,5,TIAM,Manhattan,10025
314,WEST   94 STREET,7,GLTR,Manhattan,10025
310,WEST   94 STREET,13,,Manhattan,10025
306,WEST   94 STREET,10,GIBI,Manhattan,10025
697,WEST END AVENUE,10,STJA2,Manhattan,10025
250,WEST   94 STREET,11,,Manhattan,10025
214,RIVERSIDE DRIVE,5,CECA,Manhattan,10025
316,WEST   94 STREET,12,STJA2,Manhattan,10025
314,WEST   94 STREET,7,GLTR,Manhattan,10025
310,WEST   94 STREET,9,STJA2,Manhattan,10025
306,WEST   94 STREET,9,GIBI,Manhattan,10025
255,WEST   93 STREET,10,GIBI,Manhattan,10025
257,WEST   93 STREET,12,GLTR,Manhattan,10025
263,WEST   93 STREET,10,GIBI,Manhattan,10025
265,WEST   93 STREET,11,GIBI,Manhattan,10025
251,WEST   93 STREET,11,GIBI,Manhattan,10025
251,WEST   93 STREET,6,TICO,Manhattan,10025
680,WEST END AVENUE,5,TIAM,Manhattan,10025
685,WEST END AVENUE,8,GIBI,Manhattan,10025
307,WEST   93 STREET,5,GIBI,Manhattan,10025
685,WEST END AVENUE,11,GIBI,Manhattan,10025
307,WEST   93 STREET,8,GIBI,Manhattan,10025
309,WEST   93 STREET,12,STJA2,Manhattan,10025
317,WEST   93 STREET,10,GIBI,Manhattan,10025
325,WEST   93 STREET,10,GIBI,Manhattan,10025
202,RIVERSIDE DRIVE,10,GIBI,Manhattan,10025
202,RIVERSIDE DRIVE,13,GIBI,Manhattan,10025
312,WEST   93 STREET,8,STJA2,Manhattan,10025
317,WEST   93 STREET,7,GLTR,Manhattan,10025
325,WEST   93 STREET,8,GIBI,Manhattan,10025
210,RIVERSIDE DRIVE,13,STJA2,Manhattan,10025
202,RIVERSIDE DRIVE,11,GIBI,Manhattan,10025
316,WEST   93 STREET,7,GIBI,Manhattan,10025
310,WEST   93 STREET,5,TICO,Manhattan,10025
