id,longitude,latitude,boro,zipcode,furnace number,oil type,million btu,bldg type,lot area,units,bldg built,furnace installed
1017770001,-73.93743435,40.80702739,Manhattan,10035,1,#4,2.9,Educational Structures,19970,1,1920,1986
2032710185,-73.89971258,40.88486079,Bronx,10463,1,#4,2.9,Office Buildings,22000,26,1916,1993
2027400007,-73.88953163,40.81903014,Bronx,10474,1,#4,2.9,Elevator Apartments,22120,25,1925,1988
1006190074,-74.00288355,40.73380093,Manhattan,10014,1,#4,2.9,Elevator Apartments,22240,1,1932,1977
1008770053,-73.98472891,40.73860448,Manhattan,10010,1,#4,2.9,Elevator Apartments,24486,45,1930,1985
1006160027,-74.00208742,40.73815774,Manhattan,10014,1,#4,2.9,Elevator Apartments,25992,40,1927,1991
1008880055,-73.98011543,40.74566358,Manhattan,10016,1,#4,2.9,Elevator Apartments,26280,49,1927,1983
1006120033,-74.00241936,40.73500969,Manhattan,10014,1,#4,2.9,Walk-Up Apartments,27108,37,1914,1988
4012910025,-73.88361255,40.75163074,Queens,11372,1,#6,2.9,Elevator Apartments,27200,32,1925,1983
4012910020,-73.88361255,40.75163074,Queens,11372,1,#6,2.9,Office Buildings,27200,32,1927,1983
1013240016,-73.96994218,40.75550439,Manhattan,10022,1,#4,2.9,Elevator Apartments,27522,42,1906,1985
1015510012,-73.95024284,40.77898283,Manhattan,10128,1,#4,2.9,Elevator Apartments,28170,60,1940,1989
2057450290,-73.92238075,40.88053496,Bronx,10463,1,#4,2.9,Elevator Apartments,28536,17,1927,1984
2031630001,-73.90162456,40.85637892,Bronx,10453,1,#4,2.9,Elevator Apartments,28745,37,1923,1989
2027030018,-73.8959266,40.82080704,Bronx,10459,1,#4,2.9,Elevator Apartments,29700,36,1912,1991
3051600043,-73.96223941,40.6401565,Brooklyn,11226,1,#4,2.9,Walk-Up Apartments,30000,37,1926,1975
2027500020,-73.88964185,40.82529135,Bronx,10459,1,#4,2.9,Walk-Up Apartments,30107,30,1918,1981
1010640025,-73.98740844,40.76613581,Manhattan,10019,1,#4,2.9,Office Buildings,30200,72,1910,1981
2043400086,-73.86955217,40.85892842,Bronx,10467,1,#4,2.9,Educational Structures,31320,42,1964,1988
1013450031,-73.96616126,40.75628848,Manhattan,10022,1,#4,2.9,Elevator Apartments,32000,51,1939,1986
2027960023,-73.90829381,40.84636509,Bronx,10457,1,#4,2.9,Educational Structures,32000,37,1941,1989
4017050035,-73.85304069,40.74967822,Queens,11368,1,#4,2.9,Elevator Apartments,32184,38,1931,1985
1010670052,-73.98670367,40.76917964,Manhattan,10019,1,#4,2.9,Elevator Apartments,32665,53,1926,1983
1022430386,-73.91572594,40.87109423,Manhattan,10034,1,#4,2.9,Loft Buildings,33280,36,1940,1983
1008490026,-73.98937678,40.73902168,Manhattan,10003,1,#4,2.9,Elevator Apartments,33390,8,1900,1981
2033260021,-73.88284206,40.87881829,Bronx,10467,1,#4,2.9,Hotels,33750,35,1924,1984
1013030045,-73.97267825,40.75576818,Manhattan,10017,1,#4,2.9,Walk-Up Apartments,33800,40,1920,1986
2027620086,-73.88736762,40.8179952,Bronx,10474,1,#4,2.9,Store Buildings,33880,35,1927,2000
4012920012,-73.88361255,40.75163074,Queens,11372,1,#6,2.9,Walk-Up Apartments,33890,8,1928,1970
3010650027,-73.97336723,40.67361167,Brooklyn,11215,1,#4,2.9,Elevator Apartments,35310,49,1920,2005
1005777501,-73.99404032,40.73547599,Manhattan,10011,1,#4,2.9,Office Buildings,35311,4,1920,1985
2025050001,-73.92605422,40.83364044,Bronx,10452,1,#4,2.9,Condominiums,35700,36,1925,1983
2032480018,-73.89892699,40.869693,Bronx,10468,1,#4,2.9,Elevator Apartments,36000,41,1926,1986
1015170027,-73.95404048,40.78055918,Manhattan,10128,1,#4,2.9,Walk-Up Apartments,36432,42,1937,1971
2033070053,-73.8856322,40.87230153,Bronx,10458,1,#4,2.9,Elevator Apartments,36684,38,1926,1979
2033330009,-73.8799688,40.87233145,Bronx,10467,1,#4,2.9,Condominiums,36810,36,1927,1987
2045070038,-73.86906178,40.86664284,Bronx,10467,1,#4,2.9,Elevator Apartments,37000,48,1926,1978
4094600001,-73.82288833,40.68871379,Queens,11419,1,#4,2.9,Elevator Apartments,37024,46,1924,1985
1012390039,-73.97244332,40.79155182,Manhattan,10025,1,#4,2.9,Elevator Apartments,37045,1,1920,1986
1015020020,-73.95683273,40.78357308,Manhattan,10128,1,#4,2.9,Walk-Up Apartments,37240,16,1901,1983
1018730010,-73.96970231,40.79797583,Manhattan,10025,1,#4,2.9,Elevator Apartments,37633,40,1910,1983
1015190022,-73.95351459,40.78199111,Manhattan,10128,1,#4,2.9,Walk-Up Apartments,38500,43,1930,1984
2033410030,-73.87928029,40.87397473,Bronx,10467,1,#4,2.9,Elevator Apartments,39000,37,1924,1972
2032170027,-73.90194355,40.8580752,Bronx,10453,1,#4,2.9,Elevator Apartments,39150,41,1920,1985
1012500110,-73.97638148,40.79157753,Manhattan,10024,1,#4,2.9,Elevator Apartments,39192,76,1936,1985
1012080052,-73.96669149,40.79159828,Manhattan,10025,1,#4,2.9,Elevator Apartments,39941,38,1923,1985
1021340110,-73.94598971,40.83375277,Manhattan,10032,1,#4,2.9,Walk-Up Apartments,41016,32,1910,1983
2031490121,-73.90012149,40.85450001,Bronx,10457,1,#6,2.9,Elevator Apartments,41328,48,1927,1987
1022360014,-73.92006844,40.8680374,Manhattan,10034,1,#4,2.9,Walk-Up Apartments,41720,44,1920,1983
1020880106,-73.95232957,40.82468244,Manhattan,10031,1,#4,2.9,Educational Structures,42270,45,1915,1987
2033350046,-73.8813831,40.8740331,Bronx,10467,1,#4,2.9,Elevator Apartments,42500,39,1923,1984
2032820001,-73.89124258,40.86414348,Bronx,10458,1,#4,2.9,Elevator Apartments,44322,49,1924,1988
1021390268,-73.9424166,40.8456173,Manhattan,10032,1,#6,2.9,Elevator Apartments,44442,38,1930,1986
3048740032,-73.94199025,40.65170465,Brooklyn,11203,1,#4,2.9,Elevator Apartments,45120,45,1927,1984
2049950022,-73.85856264,40.8947099,Bronx,10466,1,#4,2.9,Condominiums,45205,54,1928,1982
4005440007,-73.92643545,40.77152402,Queens,11102,1,#6,2.9,Office Buildings,47636,58,1928,1983
2032480022,-73.89892699,40.869693,Bronx,10468,1,#4,2.9,Elevator Apartments,48025,48,1926,1986
1003970007,-73.97911149,40.72664936,Manhattan,10009,1,#4,2.9,Walk-Up Apartments,48275,64,1920,1986
1008800080,-73.98450751,40.74104907,Manhattan,10010,1,#6,2.9,Condominiums,50164,13,1912,1971
1014130045,-73.95918394,40.76920533,Manhattan,10021,1,#4,2.9,Elevator Apartments,51988,26,1927,1981
2032830055,-73.88912424,40.86490518,Bronx,10458,1,#4,2.9,Walk-Up Apartments,53120,51,1941,1980
2032480033,-73.89901258,40.86958797,Bronx,10468,1,#6,2.9,Loft Buildings,58464,60,1939,1984
1012090109,-73.96687331,40.79173955,Manhattan,10025,1,#6,2.9,Condominiums,61605,48,1913,1972
4005870034,-73.93166325,40.76169979,Queens,11106,1,#4,2.9,Elevator Apartments,64896,83,1926,1984
4005870034,-73.93166325,40.76169979,Queens,11106,1,#4,2.9,Elevator Apartments,64896,83,1926,1984
1006990005,-74.00385493,40.75089301,Manhattan,10001,1,#6,2.9,Elevator Apartments,97200,7,1900,1981
2033190072,-73.89021017,40.87191821,Bronx,10468,1,#4,2.9,Elevator Apartments,124492,123,1935,1985
4021530001,-73.8462843,40.72070726,Queens,11375,1,#4,2.9,Walk-Up Apartments,183115,200,1950,1984
4021530001,-73.8462843,40.72070726,Queens,11375,1,#4,2.9,Office Buildings,183115,200,1950,1984
1008360065,-73.98609807,40.7499214,Manhattan,10001,1,#6,2.91,Elevator Apartments,55498,3,1904,1985
1004840031,-74.00038689,40.72205046,Manhattan,10013,1,#4,2.94,Elevator Apartments,5175,5,1900,1983
1009190027,-73.97499192,40.74772683,Manhattan,10016,1,#6,2.94,Walk-Up Apartments,14233,19,1910,2003
2031990021,-73.90040918,40.86249687,Bronx,10468,1,#4,2.94,Walk-Up Apartments,23255,25,1912,1988
2026910112,-73.89781946,40.82449535,Bronx,10459,1,#4,2.94,Elevator Apartments,23997,32,1907,1990
2026090028,-73.90534722,40.83087167,Bronx,10456,1,#4,2.94,Elevator Apartments,24174,38,1917,1988
2027940054,-73.90857788,40.84403623,Bronx,10457,1,#4,2.94,Walk-Up Apartments,26000,36,1937,1992
2037440062,-73.87513016,40.82775079,Bronx,10472,1,#4,2.94,Elevator Apartments,28192,39,1928,1993
4014670006,-73.88361255,40.75163074,Queens,11372,1,#4,2.94,Elevator Apartments,28640,43,1939,1988
1012070006,-73.96768776,40.7904408,Manhattan,10025,1,#6,2.94,Elevator Apartments,28764,42,1926,1986
1020010055,-73.95012444,40.82495421,Manhattan,10031,1,#4,2.94,Walk-Up Apartments,29860,30,1926,2001
1021370029,-73.94293782,40.83729433,Manhattan,10032,1,#4,2.94,Loft Buildings,30204,41,1910,2002
2032150001,-73.89892699,40.869693,Bronx,10468,1,#4,2.94,Walk-Up Apartments,30345,35,1918,1988
3062140056,-73.99781793,40.61540026,Brooklyn,11204,1,#4,2.94,Hospitals & Health,30520,43,1927,1993
4008060029,-73.9096065,40.78009207,Queens,11105,1,#4,2.94,Elevator Apartments,31300,44,1927,1983
3021830016,-73.96051046,40.70657832,Brooklyn,11211,1,#4,2.94,Elevator Apartments,31446,48,1926,1988
1005760016,-73.99549592,40.73585738,Manhattan,10011,1,#4,2.94,Elevator Apartments,31540,40,1960,1988
1019630006,-73.95788156,40.80877951,Manhattan,10027,1,#6,2.94,Elevator Apartments,31878,36,1926,2002
4006150069,-73.92643545,40.77152402,Queens,11102,1,#4,2.94,Walk-Up Apartments,32000,40,1917,1998
1015320031,-73.95253148,40.77906128,Manhattan,10128,1,#4,2.94,Walk-Up Apartments,32145,49,1915,2000
2032970049,-73.88683594,40.87046655,Bronx,10458,1,#4,2.94,Walk-Up Apartments,32480,35,1959,2001
4015180044,-73.87835116,40.7387104,Queens,11373,1,#4,2.94,Elevator Apartments,32550,41,1939,1993
1022500027,-73.91898026,40.87120301,Manhattan,10034,1,#4,2.94,Walk-Up Apartments,32599,39,1926,2000
1021800077,-73.93641812,40.85095927,Manhattan,10033,1,#4,2.94,Elevator Apartments,33078,44,1929,2000
2038200042,-73.84900223,40.8321753,Bronx,10462,1,#4,2.94,Elevator Apartments,33440,39,1927,1988
1021220150,-73.94076471,40.83719619,Manhattan,10032,1,#4,2.94,Elevator Apartments,33522,45,1923,1994
2031640019,-73.90461704,40.86086399,Bronx,10468,1,#4,2.94,Condominiums,34050,44,1922,1984
1013030046,-73.97278392,40.75581226,Manhattan,10017,1,#6,2.94,Walk-Up Apartments,34900,47,1924,1978
1021390508,-73.9408119,40.84807139,Manhattan,10033,1,#4,2.94,Elevator Apartments,35200,42,1926,2000
4002000030,-73.92054135,40.74489337,Queens,11104,1,#4,2.94,Elevator Apartments,35700,65,1929,1987
1013240009,-73.97024168,40.7556324,Manhattan,10022,1,#4,2.94,Elevator Apartments,35840,47,1957,1995
2032850015,-73.88337383,40.86950803,Bronx,10458,1,#4,2.94,Condominiums,36185,36,1936,1994
1013980006,-73.95918394,40.76920533,Manhattan,10021,1,#4,2.94,Loft Buildings,36274,37,1923,1995
1021320064,-73.93375527,40.84428365,Manhattan,10033,1,#4,2.94,Loft Buildings,36540,55,1924,1992
2048250068,-73.86246319,40.88757976,Bronx,10466,1,#4,2.94,Loft Buildings,37361,46,1929,1993
1013470018,-73.96563864,40.75696008,Manhattan,10022,1,#4,2.94,Elevator Apartments,37732,59,1960,1997
4014660039,-73.88361255,40.75163074,Queens,11372,1,#4,2.94,Walk-Up Apartments,37815,50,1930,1983
1018590024,-73.96425255,40.79811427,Manhattan,10025,1,#4,2.94,Hospitals & Health,37932,36,1950,1985
4092780099,-73.84031025,40.69637041,Queens,11418,1,#4,2.94,Loft Buildings,38016,39,1921,1984
2038990055,-73.86606757,40.83548004,Bronx,10460,1,#4,2.94,Factory & Industrial Buildings,38500,40,1930,1986
1021290030,-73.93646308,40.84310819,Manhattan,10032,1,#4,2.94,Elevator Apartments,39060,48,1909,1999
1004510006,-73.98690606,40.72960476,Manhattan,10003,1,#4,2.94,Elevator Apartments,39395,36,1920,1988
2033000033,-73.89243529,40.86666699,Bronx,10458,1,#4,2.94,Elevator Apartments,40800,37,1928,1982
1021150011,-73.94392354,40.83362549,Manhattan,10032,1,#4,2.94,Elevator Apartments,42000,40,1910,1981
1012500040,-73.97662412,40.79085288,Manhattan,10024,1,#4,2.94,Elevator Apartments,42707,36,1923,1988
2057030165,-73.90753918,40.87790174,Bronx,10463,1,#6,2.94,Elevator Apartments,44000,38,1922,1985
1012610048,-73.97957169,40.75623069,Manhattan,10036,1,#4,2.94,Elevator Apartments,45290,15,1913,1995
1005770066,-73.99549676,40.73592046,Manhattan,10011,1,#4,2.94,Hospitals & Health,46350,16,1906,1981
1021370032,-73.94272604,40.83726726,Manhattan,10032,1,#4,2.94,Elevator Apartments,46812,39,1911,1988
1001477508,-74.00671825,40.71655912,Manhattan,10013,1,#6,2.94,Elevator Apartments,47441,21,1915,1988
1007960067,-73.99520212,40.74219629,Manhattan,10011,1,#4,2.94,Elevator Apartments,48249,61,1950,1986
2032180024,-73.90748275,40.86124563,Bronx,10468,1,#4,2.94,Elevator Apartments,48720,42,1913,1999
2033280147,-73.87974567,40.88307738,Bronx,10467,1,#4,2.94,Elevator Apartments,49400,49,1936,2001
1008330063,-73.98783006,40.74809955,Manhattan,10001,1,#4,2.94,Condominiums,50762,15,1906,2001
4050490019,-73.82147855,40.7512998,Queens,11355,1,#6,2.94,Elevator Apartments,52520,55,1957,2000
1008870001,-73.98259088,40.74515715,Manhattan,10016,1,#4,2.94,Office Buildings,54018,16,1935,1990
1018840048,-73.96351281,40.80529504,Manhattan,10025,1,#6,2.94,Elevator Apartments,56780,48,1919,1992
1015060003,-73.95649998,40.78681963,Manhattan,10128,2,#4,2.94,Elevator Apartments,60192,19,1928,1990
1010300046,-73.97968827,40.76711309,Manhattan,10019,2,#6,2.94,Elevator Apartments,62800,32,1908,1980
1013630026,-73.96415976,40.75465514,Manhattan,10022,2,#6,2.94,Elevator Apartments,65142,16,1927,1988
4085200025,-73.712015,40.74323783,Queens,11004,2,#4,2.94,Elevator Apartments,65412,72,1968,1996
4001160021,-73.92054135,40.74489337,Queens,11104,1,#4,2.94,Elevator Apartments,75250,7,1923,1999
1014270007,-73.96026378,40.76963619,Manhattan,10021,2,#4,2.94,Walk-Up Apartments,81338,34,1929,1998
1007620019,-73.99303996,40.7553269,Manhattan,10018,2,#4,2.94,Walk-Up Apartments,110188,28,1929,1988
1010487504,-73.98382359,40.7671427,Manhattan,10019,2,#6,2.94,Condominiums,179335,173,1940,1996
2057550028,-73.90461962,40.88178828,Bronx,10463,1,#4,2.96,Elevator Apartments,24000,32,1917,1976
1021700001,-73.93293843,40.85390738,Manhattan,10033,1,#6,2.98,Elevator Apartments,32186,40,1928,1992
1019680029,-73.95310953,40.81358345,Manhattan,10027,1,#4,3,Elevator Apartments,16175,25,1920,2006
1020790021,-73.94711087,40.82674595,Manhattan,10031,1,#4,3,Elevator Apartments,17920,20,1930,2003
1012400042,-73.97214512,40.79224948,Manhattan,10025,1,#4,3,Office Buildings,19500,1,1915,2007
2039200018,-73.86650728,40.8380706,Bronx,10460,1,#6,3,Walk-Up Apartments,20575,30,1927,2006
2038990013,-73.86696701,40.8362027,Bronx,10460,1,#4,3,Walk-Up Apartments,24255,30,1930,1985
2032250001,-73.90179359,40.8580835,Bronx,10453,1,#4,3,Walk-Up Apartments,29520,36,1922,1976
2032840039,-73.88560257,40.86720127,Bronx,10458,1,#4,3,Walk-Up Apartments,30600,38,1926,1985
1009180035,-73.97494084,40.74764316,Manhattan,10016,1,#4,3,Elevator Apartments,30662,44,1955,2007
1013650016,-73.96422498,40.75554876,Manhattan,10022,2,#4,3,Walk-Up Apartments,33750,5,1926,1979
2027940005,-73.90950824,40.84308952,Bronx,10457,1,#4,3,Walk-Up Apartments,36100,38,1948,1984
2028410010,-73.91778084,40.83942431,Bronx,10452,1,#4,3,Walk-Up Apartments,37000,48,1925,2006
2028760073,-73.9194606,40.84740197,Bronx,10453,1,#4,3,Walk-Up Apartments,39000,45,1922,2007
1021740012,-73.92783953,40.86147167,Manhattan,10040,1,#4,3,Elevator Apartments,39176,47,1926,2007
2026830094,-73.90104111,40.81303614,Bronx,10455,1,#4,3,Warehouses,40992,46,1925,2008
1019770037,-73.95817474,40.81138302,Manhattan,10027,1,#6,3,Elevator Apartments,41214,48,1926,2009
1021660001,-73.93284285,40.85130322,Manhattan,10033,1,#4,3,Office Buildings,41736,54,1928,1977
2031720011,-73.90138612,40.85886794,Bronx,10468,1,#4,3,Elevator Apartments,41910,43,1937,1982
3062770006,-73.98970062,40.60586028,Brooklyn,11214,1,#6,3,Elevator Apartments,42000,42,1931,1969
2032390037,-73.90651557,40.87143059,Bronx,10463,1,#4,3,Walk-Up Apartments,42240,71,1930,2007
1021090041,-73.93928811,40.83321495,Manhattan,10032,1,#6,3,Elevator Apartments,42438,48,1912,2006
1006170021,-74.00148938,40.73759677,Manhattan,10011,1,#6,3,Elevator Apartments,43280,53,1930,1980
1021790199,-73.93830669,40.85377415,Manhattan,10033,1,#6,3,Elevator Apartments,43524,48,1928,1972
1012600066,-73.98148521,40.75621869,Manhattan,10036,1,#4,3,Walk-Up Apartments,44063,12,1911,1982
1008430037,-73.99231378,40.73714193,Manhattan,10003,1,#4,3,Elevator Apartments,44506,13,1907,1986
1018730042,-73.9683608,40.79816834,Manhattan,10025,1,#4,3,Elevator Apartments,45209,41,1920,2008
2031970009,-73.90472208,40.85901271,Bronx,10468,1,#4,3,Elevator Apartments,46285,51,1923,2006
2048310048,-73.86102909,40.89050304,Bronx,10466,1,#6,3,Elevator Apartments,47412,49,1939,1985
1021770156,-73.93983554,40.8497362,Manhattan,10033,1,#4,3,Elevator Apartments,47580,41,1910,2008
4012460035,-73.88361255,40.75163074,Queens,11372,1,#6,3,Elevator Apartments,49800,48,1936,2007
2028140029,-73.90258229,40.84999052,Bronx,10457,1,#4,3,Loft Buildings,51000,46,1926,1985
4001890014,-73.92054135,40.74489337,Queens,11104,1,#6,3,Elevator Apartments,52000,74,1930,2007
1008390019,-73.98466641,40.75099781,Manhattan,10018,1,#6,3,Elevator Apartments,52698,13,1915,2007
4001900025,-73.92054135,40.74489337,Queens,11104,1,#6,3,Elevator Apartments,53000,71,1931,2007
2024570040,-73.91405929,40.83506991,Bronx,10456,1,#4,3,Elevator Apartments,53934,56,1923,2007
4032530062,-73.84534387,40.71926223,Queens,11375,1,#6,3,Walk-Up Apartments,54185,54,1930,2006
2024790012,-73.92078724,40.83450392,Bronx,10452,1,#6,3,Hotels,55000,55,1926,2008
2024960081,-73.92315286,40.83452663,Bronx,10452,1,#6,3,Elevator Apartments,55650,49,1929,2008
1014070020,-73.96182006,40.77028697,Manhattan,10021,1,#6,3,Loft Buildings,56126,16,1924,2006
1012290008,-73.97911572,40.78522986,Manhattan,10024,1,#4,3,Elevator Apartments,58254,47,1912,2005
2057640642,-73.90695663,40.88479952,Bronx,10463,1,#6,3,Elevator Apartments,61187,57,1957,2006
4033530059,-73.82855612,40.70828608,Queens,11415,1,#6,3,Walk-Up Apartments,67810,48,1930,2007
1008650032,-73.98087161,40.74794194,Manhattan,10016,2,#4,3,Walk-Up Apartments,101306,102,1939,2007
1008120016,-73.98847984,40.75180582,Manhattan,10018,2,#4,3,Walk-Up Apartments,165000,34,1911,2007
4014830010,-73.88361255,40.75163074,Queens,11372,1,#4,3.01,Elevator Apartments,12500,17,1931,2005
2033070037,-73.88471124,40.87208245,Bronx,10458,1,#4,3.01,Elevator Apartments,17600,21,1917,2003
1005370013,-73.99865476,40.72956667,Manhattan,10012,1,#4,3.01,Walk-Up Apartments,20980,39,1900,2003
2024290019,-73.91143739,40.83090419,Bronx,10456,1,#4,3.01,Walk-Up Apartments,27805,44,1915,2007
1012037501,-73.9683509,40.78819994,Manhattan,10024,1,#4,3.01,Walk-Up Apartments,31470,47,1927,2003
4097110125,-73.80979666,40.70119265,Queens,11435,1,#4,3.01,Elevator Apartments,36942,48,1951,2005
1022270011,-73.9190702,40.86705714,Manhattan,10034,1,#4,3.01,Elevator Apartments,37700,49,1928,2003
2028430018,-73.91642927,40.84043417,Bronx,10452,1,#4,3.01,Elevator Apartments,40000,51,1939,2005
2031340035,-73.87957475,40.84461726,Bronx,10460,1,#6,3.01,Walk-Up Apartments,40880,49,1926,2002
2046450028,-73.86754874,40.88116053,Bronx,10467,1,#6,3.01,Elevator Apartments,41514,49,1932,2003
1020880019,-73.95323724,40.82349849,Manhattan,10031,1,#4,3.01,Condominiums,42042,46,1926,2002
2041680001,-73.82959776,40.84456795,Bronx,10461,1,#4,3.01,Elevator Apartments,43500,54,1928,2003
1021770166,-73.94017536,40.84959805,Manhattan,10033,1,#4,3.01,Elevator Apartments,43536,42,1920,2002
2028770290,-73.9207563,40.84923376,Bronx,10453,1,#4,3.01,Walk-Up Apartments,44250,49,1928,2003
1022380042,-73.92472693,40.8664456,Manhattan,10034,1,#4,3.01,Elevator Apartments,44275,38,1921,2003
3067430079,-73.96083151,40.61740377,Brooklyn,11230,1,#4,3.01,Walk-Up Apartments,44320,53,1926,2003
2024660040,-73.91722985,40.83606541,Bronx,10452,1,#4,3.01,Loft Buildings,45500,51,1924,2002
2043220038,-73.8633598,40.85670887,Bronx,10462,1,#4,3.01,Elevator Apartments,46204,51,1958,2005
1018510016,-73.96824526,40.79319594,Manhattan,10025,1,#6,3.01,Elevator Apartments,46810,60,1920,2003
1013630020,-73.96425008,40.75392,Manhattan,10022,1,#6,3.01,Walk-Up Apartments,47242,38,1930,2005
2029330029,-73.90071128,40.8333381,Bronx,10456,1,#4,3.01,Elevator Apartments,48852,48,1931,2005
2028720054,-73.92047353,40.84154533,Bronx,10452,1,#4,3.01,Elevator Apartments,48900,49,1928,2003
1021770152,-73.93876535,40.8497272,Manhattan,10033,1,#6,3.01,Elevator Apartments,49422,46,1909,2003
1020100018,-73.93873151,40.8181969,Manhattan,10030,1,#4,3.01,Elevator Apartments,52290,48,1910,2003
1021790429,-73.93771181,40.85592517,Manhattan,10040,1,#4,3.01,Elevator Apartments,52446,53,1930,2003
2033970029,-73.86358045,40.89801904,Bronx,10470,1,#4,3.01,Walk-Up Apartments,52599,53,1938,2005
3054230049,-73.97205693,40.63089949,Brooklyn,11230,1,#4,3.01,Office Buildings,54500,47,1931,2003
2033010010,-73.89160774,40.86759948,Bronx,10458,1,#4,3.01,Elevator Apartments,56222,56,1923,2003
2058363250,-73.89851456,40.89828882,Bronx,10471,1,#4,3.01,Elevator Apartments,57414,68,1964,2003
1008207504,-73.99190681,40.73927292,Manhattan,10011,1,#4,3.01,Elevator Apartments,58594,58,1906,2002
2032090060,-73.90502952,40.86020957,Bronx,10468,1,#6,3.01,Walk-Up Apartments,59377,53,1923,2005
1004980017,-73.99840839,40.72346239,Manhattan,10012,1,#4,3.01,Elevator Apartments,60000,19,1903,2003
2028090005,-73.89832419,40.84579837,Bronx,10457,1,#6,3.01,Elevator Apartments,60000,51,1922,2005
2033120019,-73.88422383,40.87580766,Bronx,10458,1,#6,3.01,Elevator Apartments,76890,67,1965,2003
1008770042,-73.98551333,40.73818137,Manhattan,10010,2,#6,3.01,Loft Buildings,99238,95,1956,2002
4078400002,-73.75790276,40.74592468,Queens,11364,1,#4,3.01,Elevator Apartments,100886,120,1950,1980
1020770055,-73.94856742,40.82648474,Manhattan,10031,1,#4,3.08,Elevator Apartments,12615,21,1920,1994
1018790024,-73.9655048,40.80125597,Manhattan,10025,1,#4,3.08,Warehouses,14255,12,1900,1987
1019760055,-73.95875645,40.81080977,Manhattan,10027,1,#4,3.08,Elevator Apartments,15516,24,1905,1996
1015220014,-73.95296466,40.78422084,Manhattan,10128,1,#4,3.08,Elevator Apartments,38034,36,1923,1958
2031460023,-73.89769164,40.85791953,Bronx,10458,1,#4,3.08,Educational Structures,38500,49,1927,1999
1008790070,-73.98515846,40.74051666,Manhattan,10010,1,#6,3.08,Elevator Apartments,40266,60,1939,1986
1018850007,-73.96379453,40.80547552,Manhattan,10025,1,#4,3.08,Condominiums,42265,90,1910,1998
1021150017,-73.94335583,40.83338694,Manhattan,10032,1,#4,3.08,Elevator Apartments,42506,30,1915,1989
3052120019,-73.95309081,40.63972571,Brooklyn,11226,1,#4,3.08,Elevator Apartments,43068,42,1931,1997
1010460021,-73.98444119,40.76571404,Manhattan,10019,1,#4,3.08,Elevator Apartments,43243,36,1912,1996
1021340100,-73.94556357,40.83357334,Manhattan,10032,1,#4,3.08,Elevator Apartments,44154,44,1930,1986
1021390340,-73.94102691,40.84482011,Manhattan,10032,1,#4,3.08,Walk-Up Apartments,44156,41,1917,1994
2033470043,-73.87489751,40.8762614,Bronx,10467,1,#4,3.08,Elevator Apartments,44950,51,1924,1995
4012820185,-73.88361255,40.75163074,Queens,11372,1,#4,3.08,Loft Buildings,46319,52,1927,1986
2032920079,-73.88491992,40.87056693,Bronx,10458,1,#4,3.08,Walk-Up Apartments,48000,43,1924,1986
2037380033,-73.88091533,40.82798831,Bronx,10472,1,#4,3.08,Walk-Up Apartments,52764,48,1928,1992
2033460010,-73.87692068,40.87487003,Bronx,10467,1,#4,3.08,Elevator Apartments,57500,54,1926,1985
1015160032,-73.95391913,40.77969949,Manhattan,10128,1,#4,3.08,Elevator Apartments,67500,38,1915,1989
1010070049,-73.97921209,40.76347244,Manhattan,10019,2,#4,3.08,Walk-Up Apartments,70478,2,1929,1987
2059580001,-73.90264033,40.91243382,Bronx,10471,1,#4,3.08,Elevator Apartments,237021,1,1848,1992
1004550049,-73.98464374,40.73135489,Manhattan,10003,1,#4,3.1,Vacant Land,10730,15,1910,1989
1004460009,-73.9889075,40.72671723,Manhattan,10003,1,#4,3.1,Elevator Apartments,16448,25,1920,1976
1004130045,-73.9903938,40.7178618,Manhattan,10002,1,#4,3.1,Elevator Apartments,18647,34,1910,1989
1022250001,-73.92416036,40.86544735,Manhattan,10034,1,#6,3.1,Elevator Apartments,20395,26,1925,1983
1018830052,-73.96381739,40.80459351,Manhattan,10025,1,#6,3.1,Elevator Apartments,21180,24,1910,1986
1021300017,-73.9357129,40.84419897,Manhattan,10033,1,#6,3.1,Walk-Up Apartments,21815,28,1950,1986
1007660055,-73.99884601,40.74067432,Manhattan,10011,1,#6,3.1,Walk-Up Apartments,24225,113,1915,1985
1018840040,-73.96272093,40.8049638,Manhattan,10025,1,#6,3.1,Elevator Apartments,24446,24,1925,1986
1022330056,-73.92690329,40.86495273,Manhattan,10040,1,#4,3.1,Elevator Apartments,24924,24,1910,1983
1012207501,-73.97158717,40.78879708,Manhattan,10024,1,#4,3.1,Elevator Apartments,27147,47,1900,1987
1013240042,-73.96994695,40.75626904,Manhattan,10022,1,#4,3.1,Walk-Up Apartments,28458,65,1927,1984
2031580022,-73.89832419,40.84579837,Bronx,10457,1,#4,3.1,Elevator Apartments,29817,44,1919,1986
1020540096,-73.94139752,40.82848191,Manhattan,10031,1,#4,3.1,Walk-Up Apartments,31014,30,1920,1983
2032240017,-73.90996269,40.85985897,Bronx,10453,1,#4,3.1,Elevator Apartments,31050,32,1917,1986
2032250123,-73.90738389,40.86145278,Bronx,10468,1,#4,3.1,Office Buildings,31175,41,1924,1986
1015220041,-73.95122375,40.78424872,Manhattan,10128,1,#6,3.1,Elevator Apartments,31620,42,1928,1991
4008290035,-73.9096065,40.78009207,Queens,11105,1,#6,3.1,Office Buildings,32288,53,1931,1981
